sentence	label
fine so so	Acknowledge-answer
yeah the the way we want to do	Accept
and it seemed like they they had some new results.	Statement
is uh are the c m u folks going to be there?	Rising Tone
no no okay.	Acknowledge-answer
and it wouldn't be necessary to mark those either.	Statement
and it also makes the experiments go take a really long time.	Defending/Explanation
well uh the certainly you should give it a shot first see whether you can get compatible stuff.	Floor Grabber
so you're ignoring overlapping events unless they're speech with speech.	Understanding Check
but they're not making things worse and we have reduced latency.	Understanding Check
i've forgotten someone said that they could recognize a seven when they saw it they could see the the waveform and oh it's going to be a seven.	Statement
is it the same directory that you had suggested?	Rising Tone
like it's difficult to say.	Other Answers
yeah i guess i'll laugh because everyone else is laughing.	Acknowledge-answer
well and not just that.	Affirmative Non-yes Answers
so they did at least in their case it did seem to be somewhat complimentary.	Reformulate/Summarize
uh for italian yeah.	Expansions of y/n Answers
uh oh.	Acknowledge-answer
we called them entities.	Expansions of y/n Answers
no there's only ten.	Reject
i just don't know who you know what she looks like.	Defending/Explanation
uh but i don't know.	Downplayer
oh yeah i had that one.	Acknowledge-answer
is it a shrug?	Rising Tone
that's my opinion as well.	Affirmative Non-yes Answers
you could	Maybe
okay so is are you saying?	Floor Holder
beyond what's currently being implemented which is just word lists.	Statement
for example um we have first looked at a simple sentence that how do i get to the powder tower.	Statement
then you don't have to ask the age.	Thanking
so so yeah you have an an estimation of the noise spectrum.	Floor Grabber
so maybe uh just briefly you could remind us about the related experiments.	Action-directive
let's call this guy y.	Statement
stress test.	Collaborative Completion
so i mean i presume that the reason that you wanted to have these digits this way is because you wanted to actually do some research looking at the prosodic form here.	Understanding Check
ooo-ooo.	Mimic Other
i thought that was the one i thought that was the second row.	Statement
okay any sense about how how it does on	Acknowledge-answer
uh okay uh uh.	Acknowledge-answer
i think the idea is to train on the uh on these mikes but use these to get the alignments that we're going to train to.	Statement
but is is this picture that's emerging here just my wish that you have noticed already for symmetry?	Yes-No-question
oh yeah i do find that the keyboard is different here than it is even at my for my school computer.	Floor Grabber
so i did that for about three different conditions.	Statement
so is it really um you know	Yes-No-question
but just indicate if if there's a prominent word to indicate it.	Expansions of y/n Answers
and getting some uh	Statement
so you're sort of iteratively normalizing as you go through the	Statement
and also they don't tend to talk very	Defending/Explanation
go forward with it.	Offer
actually you should be able to figure out dave.	Understanding Check
mister doctor landry?	Understanding Check
and if you look at that on the unit circle um one of these one of the members of the pair will be a positive frequency one will be a negative frequency i think.	Statement
yeah like two hundred milliseconds.	Floor Grabber
whatever that again means uh or do you does the person want to rough it?	Yes-No-question
i mean uh there's there's nothing inherent about removing if you're really removing.	Defending/Explanation
so we're not we're not concerned about getting getting about buying and or bringing in tools.	Defending/Explanation
what were you going to say?	Signal-non-understanding
none of these and no p.z.m.'s then.	Statement
because you're it's sort of like a it's not a completely automatic way of clustering.	Defending/Explanation
what well it was thirty times	Statement
should we stop recording?	Yes-No-question
okay so next week hopefully we'll can get hynek here to to join us.	About-task
you know um caused motion.	Expansions of y/n Answers
obviously it's not perfect.	Downplayer
it's just i haven't transcribed in in awhile.	Statement
the cepstral the difference is like there may be a slight difference in the way.	Defending/Explanation
so one eight instead of eighteen.	Defending/Explanation
then i would look at the errors produced in the phoneme recognition and say okay well i could probably reduce the errors if i included this extra feature or this extra intermediate category.	Commit
but at some point i mean we probably	Offer
i i i i i i put the mark by hand.	Affirmative Non-yes Answers
they vary from	Statement
and there are others that we use like that	Statement
