sentence	label
well, what is the most, uh, you know the nicest island?	Wh-Question
well, how do you feel about it?	Open-Question
my kids are now well,	Statement-non-opinion
and, uh, sounds like you got some real nice tools, too.	Declarative Yes-No-Question
so i better not do it.	Quotation
so, you don't need a personal one	Summarize/Reformulate
i'm in the dallas area. in plano.	Statement-non-opinion
and we just now found her.	Quotation
and we've got to reduce the number of weapons that are out in the, in the in the public.	Statement-opinion
well, now, this one that we went in,	Statement-non-opinion
you should,	Uninterpretable
now their,	Uninterpretable
did you go with kids?	Yes-No-Question
who's, who's supposed to have the, the, uh, the best, uh, draft picks?	Wh-Question
well, that would be a help.	Appreciation
and, uh, there is a big difference between texas and california.	Statement-non-opinion
how do you spell that?	Wh-Question
uh, the sailing part of it i like because it's so quiet.	Statement-non-opinion
isn't it five minutes?	Yes-No-Question
do you have	Yes-No-Question
or how did you make a quilt?	Wh-Question
just.	Uninterpretable
and we're not even going to get the exact same number of dollars back.	Statement-opinion
uh, i'm kind of,	Uninterpretable
so, can i just ask you, are you canadian?	Yes-No-Question
but i feel likes it's on an individual basis.	Statement-opinion
and another day i'll come in	Statement-non-opinion
well, like my,	Uninterpretable
like also the girls are in softball	Statement-non-opinion
why not get the whole,	Rhetorical-Question
my friend talked me in that	Statement-non-opinion
and when you're ready to get another car just pay cash for it.	Action-directive
well, is, are they, is peace corps still active down in there?	Yes-No-Question
but  i thought, gosh, summer time, you know.	Statement-opinion
where'd you live at,	Declarative Wh-Question
the black bear.	Yes-No-Question
and when the parole officer calls to check on them, they're instructed to turn it on and stand in front of it. so that they can see that this person is actually at home in their house doing what they're supposed to be doing	Statement-non-opinion
how big a city is rome?	Wh-Question
i think that a lot of it is, uh,	Uninterpretable
that  whole,  i mean	Uninterpretable
what do you think on the local elections though?	Wh-Question
oh, i don't know	Hedge
what can they do about the oil burning over in kuwait?	Rhetorical-Question
well, do you but do you think gates should resign?	Yes-No-Question
oh, then you have,	Uninterpretable
that's why i like some diversity the idea that, i, we have time which, which we take from time to time	Statement-non-opinion
we're going to go vote	Quotation
you, you say you're in communications,	Declarative Yes-No-Question
and it's like, uh,	Uninterpretable
and good,	Uninterpretable
and that's the last they	Uninterpretable
well, how bad were the side effects?	Wh-Question
well, i'll let you go.	Action-directive
because to take it to a metco , you have to take it when they're open, you know, which is always a real pain.	Statement-non-opinion
they somehow seem to get around these,	Statement-non-opinion
maybe golf is a forgiving sport.	Statement-non-opinion
what do you like to watch on television ?	Wh-Question
well, his knees were bothering him,	Collaborative Completion
an you can't,	Uninterpretable
they call them flags?	Signal-non-understanding
if there starts to be a lot of violence, i do not go for that.	Statement-non-opinion
uh, do you feel that yours is invaded?	Yes-No-Question
if someone ever,	Uninterpretable
i agree with you in that area.	Agree/Accept
it would be  so nice if they had it, you know at your home, where you could just turn it in so they, they final had enough of a response that they decided to try a small target area in one neighborhood,	Statement-non-opinion
the movie,	Uninterpretable
and i got so sick of it, trying to balance the budget, uh, one,	Statement-non-opinion
is that, is that good?	Yes-No-Question
well, in south africa,	Uninterpretable
political science, oh,	Repeat-phrase
well, i got, i got tired of the service after a while, i mean	Statement-non-opinion
and that's a problem,	Appreciation
but what if, if that wasn't the case.	Rhetorical-Question
did, did you learn it in computer science?	Yes-No-Question
uh, those are,  all books that are out, uh, published and bound now.	Negative Non-no Answers
my parents live in ohio	Conventional-closing
so you, you kind of have your own independence on going out and getting it yourself, if you really want it.	Statement-opinion
i, i, i think, i agree with you there.	Agree/Accept
a song by the, uh, uh,	Uninterpretable
well, the changes that's occurred,	Dispreferred Answers
for music?	Collaborative Completion
do, would you prefer all trials by a judge?	Yes-No-Question
can you really see it though?	Yes-No-Question
there's a little more craziness down there	Statement-opinion
i tell you, oh, they are,	Agree/Accept
sure, that makes a big crowd.	Summarize/Reformulate
now that, do you, do you agree, that they should all be unanimous?	Yes-No-Question
so i don't really,	Uninterpretable
isn't there a type of word called a jury duty now.	Declarative Yes-No-Question
was she, was her show big when you where in school since you haven't been out that long?	Yes-No-Question
i don't know if your campus was anything like ours,	Statement-non-opinion
and it's costing us a heck of a lot of money	Statement-opinion
yeah. yeah,	Acknowledge (Backchannel)
it was showing they,	Uninterpretable
actually,  no.	No Answers
you mean, not even your, your, your car insurance?	Summarize/Reformulate
you know, armed forces could have them,	Quotation
that's good, uh,	Appreciation
what, what if you're not doing it in order to circumvent the law though?	Wh-Question
we, we are kind of on the opposite where i get home and, uh, while i'm cooking supper the t v is on and watching the news or trying to catch up with what is going on	Statement-non-opinion
you  are you in business for yourself?	Yes-No-Question
they actually pay you money for that?	Yes-No-Question
well in, in interviewing have you ever discussed benefits with some of the potential employers?	Yes-No-Question
and, uh, i personally have, uh,	Uninterpretable
um, all i,	Uninterpretable
and then i'll never leave the place, you know.	Quotation
huh that's,	Uninterpretable
have you ever been to mercado juarez?	Yes-No-Question
oh, i started out with college and then went to high school	Statement-non-opinion
what types of crafts do you do?	Open-Question
and that is interesting.	Agree/Accept
but where in virginia are you all?	Wh-Question
i suppose so.	Affirmative Non-yes Answers
but the problem is that the, uh, as with	Uninterpretable
i'll look at my map later.	Offers, Options Commits
do you have to give those?	Yes-No-Question
that is probably one of the most bizarre i have heard of.	Statement-non-opinion
um. right.	Acknowledge (Backchannel)
i don't know really.	Hedge
i don't use it as much as my children and my husband do.	Negative Non-no Answers
that, that makes logic ,	Appreciation
child in what are you saying, holly?	3rd-party-talk
what school district do you work for?	Wh-Question
if you're busy, that has always been a legitimate excuse. if you are incapacitated, ill health,	Statement-opinion
i came back	Statement-non-opinion
last year my, uh,	Uninterpretable
i mean you don't argue with an iguana, do you.	Yes-No-Question
do you go camping?	Yes-No-Question
so it's like how can you,	Rhetorical-Question
sounds too good.	Appreciation
and you don't want to?	Declarative Yes-No-Question
are they politicians,	Yes-No-Question
um, do you know any, oh,	Yes-No-Question
so you haven't, you haven't pulled any weeds lately?	Declarative Yes-No-Question
i wouldn't be surprised.	Appreciation
was you,	Uninterpretable
it's, it's a nursing home for elderly people.	Statement-non-opinion
you know, uh, there were points you could, you would make	Statement-non-opinion
we ought to,	Uninterpretable
that's good that way too	Appreciation
or what was the whole deal on that?	Wh-Question
did you see the advertisements, uh, where they talked about nuclear war, what that would have been like in changing the atmosphere,	Yes-No-Question
when you go across the lake, um,	Uninterpretable
we're alerted	Uninterpretable
i'm, i'm real nervous every time i, i open a new can.	Statement-non-opinion
without your, and without your permission.	Declarative Yes-No-Question
that's the way it goes	Appreciation
and it's very, uh, nice sandy soil, rich soil,	Statement-non-opinion
public school.	Acknowledge (Backchannel)
you don't see yourself getting.	Statement-opinion
so, that's,	Uninterpretable
i, i've i've seen, uh,	Uninterpretable
so.  but, uh, we adopted these two little guys	Statement-non-opinion
lot, lot of concrete and glass, you know.	Agree/Accept
and they were dumping the bucket and everything.	Statement-non-opinion
i guess, in the,	Uninterpretable
actually we had an apartment, two bedroom apartment that was about as big as this house is.	Statement-non-opinion
it seems like, uh,	Uninterpretable
huh, let's see.	Hold Before Answer/Agreement
oh my god	Appreciation
you know, they're in classes together, even when they're outside of the engineering department.	Statement-non-opinion
there's a separate country.	Quotation
and  and,	Uninterpretable
did they, did they make it to the play-offs at all?	Yes-No-Question
you want me to start off?	Yes-No-Question
so do you have to get a shade tolerant grass?	Yes-No-Question
